Close Time,BTCUSDT
2019-11-04 23:59:59.999,9395.46
2019-11-05 23:59:59.999,9313.2
2019-11-06 23:59:59.999,9343.6
2019-11-07 23:59:59.999,9219.64
2019-11-08 23:59:59.999,8775.03
2019-11-09 23:59:59.999,8811.15
2019-11-10 23:59:59.999,9041.31
2019-11-11 23:59:59.999,8728.93
2019-11-12 23:59:59.999,8817.0
2019-11-13 23:59:59.999,8774.76
2019-11-14 23:59:59.999,8642.25
2019-11-15 23:59:59.999,8473.27
2019-11-16 23:59:59.999,8491.06
2019-11-17 23:59:59.999,8504.04
2019-11-18 23:59:59.999,8183.26
2019-11-19 23:59:59.999,8131.7
2019-11-20 23:59:59.999,8094.05
2019-11-21 23:59:59.999,7621.9
2019-11-22 23:59:59.999,7262.72
2019-11-23 23:59:59.999,7305.99
2019-11-24 23:59:59.999,6900.86
2019-11-25 23:59:59.999,7102.03
2019-11-26 23:59:59.999,7150.0
2019-11-27 23:59:59.999,7506.77
2019-11-28 23:59:59.999,7415.79
2019-11-29 23:59:59.999,7736.66
2019-11-30 23:59:59.999,7542.93
2019-12-01 23:59:59.999,7387.38
2019-12-02 23:59:59.999,7291.0
2019-12-03 23:59:59.999,7290.86
2019-12-04 23:59:59.999,7191.0
2019-12-05 23:59:59.999,7384.99
2019-12-06 23:59:59.999,7522.1
2019-12-07 23:59:59.999,7487.2
2019-12-08 23:59:59.999,7508.2
2019-12-09 23:59:59.999,7337.49
2019-12-10 23:59:59.999,7220.98
2019-12-11 23:59:59.999,7205.77
2019-12-12 23:59:59.999,7194.77
2019-12-13 23:59:59.999,7252.98
2019-12-14 23:59:59.999,7061.34
2019-12-15 23:59:59.999,7115.0
2019-12-16 23:59:59.999,6887.54
2019-12-17 23:59:59.999,6618.96
2019-12-18 23:59:59.999,7277.44
2019-12-19 23:59:59.999,7146.29
2019-12-20 23:59:59.999,7184.39
2019-12-21 23:59:59.999,7131.01
2019-12-22 23:59:59.999,7502.92
2019-12-23 23:59:59.999,7314.01
2019-12-24 23:59:59.999,7252.04
2019-12-25 23:59:59.999,7201.45
2019-12-26 23:59:59.999,7197.46
2019-12-27 23:59:59.999,7248.4
2019-12-28 23:59:59.999,7311.48
2019-12-29 23:59:59.999,7383.67
2019-12-30 23:59:59.999,7240.43
2019-12-31 23:59:59.999,7189.0
2020-01-01 23:59:59.999,7197.57
2020-01-02 23:59:59.999,6962.04
2020-01-03 23:59:59.999,7341.72
2020-01-04 23:59:59.999,7350.71
2020-01-05 23:59:59.999,7354.36
2020-01-06 23:59:59.999,7757.39
2020-01-07 23:59:59.999,8152.49
2020-01-08 23:59:59.999,8059.84
2020-01-09 23:59:59.999,7818.59
2020-01-10 23:59:59.999,8207.09
2020-01-11 23:59:59.999,8020.56
2020-01-12 23:59:59.999,8186.7
2020-01-13 23:59:59.999,8113.0
2020-01-14 23:59:59.999,8825.0
2020-01-15 23:59:59.999,8825.3
2020-01-16 23:59:59.999,8725.08
2020-01-17 23:59:59.999,8918.72
2020-01-18 23:59:59.999,8925.0
2020-01-19 23:59:59.999,8705.85
2020-01-20 23:59:59.999,8650.0
2020-01-21 23:59:59.999,8742.43
2020-01-22 23:59:59.999,8684.57
2020-01-23 23:59:59.999,8409.6
2020-01-24 23:59:59.999,8441.96
2020-01-25 23:59:59.999,8344.64
2020-01-26 23:59:59.999,8611.21
2020-01-27 23:59:59.999,8913.61
2020-01-28 23:59:59.999,9398.98
2020-01-29 23:59:59.999,9311.0
2020-01-30 23:59:59.999,9525.67
2020-01-31 23:59:59.999,9364.51
2020-02-01 23:59:59.999,9392.74
2020-02-02 23:59:59.999,9338.2
2020-02-03 23:59:59.999,9300.64
2020-02-04 23:59:59.999,9198.35
2020-02-05 23:59:59.999,9630.0
2020-02-06 23:59:59.999,9778.12
2020-02-07 23:59:59.999,9821.52
2020-02-08 23:59:59.999,9906.43
2020-02-09 23:59:59.999,10167.38
2020-02-10 23:59:59.999,9865.56
2020-02-11 23:59:59.999,10229.06
2020-02-12 23:59:59.999,10339.99
2020-02-13 23:59:59.999,10239.63
2020-02-14 23:59:59.999,10356.82
2020-02-15 23:59:59.999,9914.99
2020-02-16 23:59:59.999,9921.86
2020-02-17 23:59:59.999,9716.0
2020-02-18 23:59:59.999,10174.32
2020-02-19 23:59:59.999,9593.65
2020-02-20 23:59:59.999,9601.99
2020-02-21 23:59:59.999,9681.39
2020-02-22 23:59:59.999,9659.2
2020-02-23 23:59:59.999,9943.12
2020-02-24 23:59:59.999,9662.95
2020-02-25 23:59:59.999,9326.0
2020-02-26 23:59:59.999,8792.22
2020-02-27 23:59:59.999,8828.0
2020-02-28 23:59:59.999,8699.57
2020-02-29 23:59:59.999,8531.98
2020-03-01 23:59:59.999,8537.84
2020-03-02 23:59:59.999,8919.7
2020-03-03 23:59:59.999,8765.0
2020-03-04 23:59:59.999,8756.93
2020-03-05 23:59:59.999,9062.81
2020-03-06 23:59:59.999,9139.48
2020-03-07 23:59:59.999,8897.18
2020-03-08 23:59:59.999,8038.46
2020-03-09 23:59:59.999,7932.15
2020-03-10 23:59:59.999,7897.66
2020-03-11 23:59:59.999,7938.39
2020-03-12 23:59:59.999,4764.65
2020-03-13 23:59:59.999,5570.26
2020-03-14 23:59:59.999,5167.01
2020-03-15 23:59:59.999,5357.32
2020-03-16 23:59:59.999,5026.26
2020-03-17 23:59:59.999,5307.38
2020-03-18 23:59:59.999,5389.64
2020-03-19 23:59:59.999,6159.6
2020-03-20 23:59:59.999,6203.77
2020-03-21 23:59:59.999,6183.69
2020-03-22 23:59:59.999,5810.17
2020-03-23 23:59:59.999,6463.84
2020-03-24 23:59:59.999,6741.33
2020-03-25 23:59:59.999,6673.41
2020-03-26 23:59:59.999,6733.76
2020-03-27 23:59:59.999,6353.64
2020-03-28 23:59:59.999,6230.95
2020-03-29 23:59:59.999,5876.27
2020-03-30 23:59:59.999,6391.08
2020-03-31 23:59:59.999,6407.1
2020-04-01 23:59:59.999,6641.51
2020-04-02 23:59:59.999,6791.63
2020-04-03 23:59:59.999,6729.8
2020-04-04 23:59:59.999,6851.1
2020-04-05 23:59:59.999,6768.9
2020-04-06 23:59:59.999,7325.73
2020-04-07 23:59:59.999,7192.9
2020-04-08 23:59:59.999,7357.66
2020-04-09 23:59:59.999,7278.65
2020-04-10 23:59:59.999,6857.82
2020-04-11 23:59:59.999,6874.18
2020-04-12 23:59:59.999,6900.52
2020-04-13 23:59:59.999,6834.0
2020-04-14 23:59:59.999,6864.11
2020-04-15 23:59:59.999,6616.89
2020-04-16 23:59:59.999,7098.15
2020-04-17 23:59:59.999,7022.44
2020-04-18 23:59:59.999,7242.42
2020-04-19 23:59:59.999,7118.03
2020-04-20 23:59:59.999,6825.29
2020-04-21 23:59:59.999,6838.0
2020-04-22 23:59:59.999,7120.06
2020-04-23 23:59:59.999,7483.35
2020-04-24 23:59:59.999,7504.11
2020-04-25 23:59:59.999,7534.01
2020-04-26 23:59:59.999,7694.17
2020-04-27 23:59:59.999,7774.0
2020-04-28 23:59:59.999,7735.75
2020-04-29 23:59:59.999,8784.2
2020-04-30 23:59:59.999,8624.76
2020-05-01 23:59:59.999,8830.52
2020-05-02 23:59:59.999,8975.18
2020-05-03 23:59:59.999,8900.0
2020-05-04 23:59:59.999,8873.98
2020-05-05 23:59:59.999,9022.78
2020-05-06 23:59:59.999,9148.27
2020-05-07 23:59:59.999,9995.0
2020-05-08 23:59:59.999,9807.49
2020-05-09 23:59:59.999,9550.67
2020-05-10 23:59:59.999,8719.53
2020-05-11 23:59:59.999,8561.09
2020-05-12 23:59:59.999,8808.71
2020-05-13 23:59:59.999,9305.91
2020-05-14 23:59:59.999,9786.8
2020-05-15 23:59:59.999,9310.73
2020-05-16 23:59:59.999,9374.99
2020-05-17 23:59:59.999,9678.57
2020-05-18 23:59:59.999,9731.1
2020-05-19 23:59:59.999,9773.64
2020-05-20 23:59:59.999,9508.11
2020-05-21 23:59:59.999,9060.0
2020-05-22 23:59:59.999,9166.4
2020-05-23 23:59:59.999,9176.41
2020-05-24 23:59:59.999,8711.37
2020-05-25 23:59:59.999,8895.65
2020-05-26 23:59:59.999,8837.05
2020-05-27 23:59:59.999,9197.32
2020-05-28 23:59:59.999,9569.59
2020-05-29 23:59:59.999,9422.26
2020-05-30 23:59:59.999,9695.0
2020-05-31 23:59:59.999,9446.43
2020-06-01 23:59:59.999,10232.48
2020-06-02 23:59:59.999,9514.9
2020-06-03 23:59:59.999,9663.59
2020-06-04 23:59:59.999,9788.33
2020-06-05 23:59:59.999,9617.29
2020-06-06 23:59:59.999,9664.0
2020-06-07 23:59:59.999,9743.92
2020-06-08 23:59:59.999,9778.87
2020-06-09 23:59:59.999,9771.66
2020-06-10 23:59:59.999,9884.99
2020-06-11 23:59:59.999,9278.03
2020-06-12 23:59:59.999,9458.91
2020-06-13 23:59:59.999,9468.54
2020-06-14 23:59:59.999,9339.61
2020-06-15 23:59:59.999,9422.01
2020-06-16 23:59:59.999,9519.12
2020-06-17 23:59:59.999,9458.45
2020-06-18 23:59:59.999,9381.59
2020-06-19 23:59:59.999,9307.0
2020-06-20 23:59:59.999,9354.04
2020-06-21 23:59:59.999,9293.51
2020-06-22 23:59:59.999,9686.99
2020-06-23 23:59:59.999,9631.66
2020-06-24 23:59:59.999,9298.4
2020-06-25 23:59:59.999,9246.75
2020-06-26 23:59:59.999,9159.99
2020-06-27 23:59:59.999,9008.0
2020-06-28 23:59:59.999,9114.0
2020-06-29 23:59:59.999,9189.48
2020-06-30 23:59:59.999,9138.87
2020-07-01 23:59:59.999,9233.29
2020-07-02 23:59:59.999,9087.72
2020-07-03 23:59:59.999,9057.52
2020-07-04 23:59:59.999,9137.18
2020-07-05 23:59:59.999,9071.86
2020-07-06 23:59:59.999,9339.6
2020-07-07 23:59:59.999,9258.51
2020-07-08 23:59:59.999,9436.08
2020-07-09 23:59:59.999,9236.28
2020-07-10 23:59:59.999,9288.39
2020-07-11 23:59:59.999,9233.5
2020-07-12 23:59:59.999,9300.69
2020-07-13 23:59:59.999,9241.2
2020-07-14 23:59:59.999,9254.17
2020-07-15 23:59:59.999,9197.3
2020-07-16 23:59:59.999,9132.0
2020-07-17 23:59:59.999,9151.69
2020-07-18 23:59:59.999,9171.8
2020-07-19 23:59:59.999,9210.51
2020-07-20 23:59:59.999,9161.13
2020-07-21 23:59:59.999,9388.01
2020-07-22 23:59:59.999,9518.25
2020-07-23 23:59:59.999,9604.41
2020-07-24 23:59:59.999,9539.7
2020-07-25 23:59:59.999,9701.49
2020-07-26 23:59:59.999,9939.69
2020-07-27 23:59:59.999,11047.58
2020-07-28 23:59:59.999,10919.94
2020-07-29 23:59:59.999,11113.03
2020-07-30 23:59:59.999,11111.96
2020-07-31 23:59:59.999,11343.68
2020-08-01 23:59:59.999,11811.42
2020-08-02 23:59:59.999,11079.72
2020-08-03 23:59:59.999,11227.07
2020-08-04 23:59:59.999,11200.05
2020-08-05 23:59:59.999,11752.5
2020-08-06 23:59:59.999,11770.56
2020-08-07 23:59:59.999,11596.06
2020-08-08 23:59:59.999,11765.72
2020-08-09 23:59:59.999,11685.99
2020-08-10 23:59:59.999,11896.89
2020-08-11 23:59:59.999,11392.64
2020-08-12 23:59:59.999,11568.36
2020-08-13 23:59:59.999,11790.0
2020-08-14 23:59:59.999,11767.89
2020-08-15 23:59:59.999,11859.04
2020-08-16 23:59:59.999,11921.23
2020-08-17 23:59:59.999,12298.06
2020-08-18 23:59:59.999,11960.79
2020-08-19 23:59:59.999,11763.87
2020-08-20 23:59:59.999,11857.92
2020-08-21 23:59:59.999,11538.53
2020-08-22 23:59:59.999,11670.47
2020-08-23 23:59:59.999,11654.0
2020-08-24 23:59:59.999,11753.3
2020-08-25 23:59:59.999,11327.17
2020-08-26 23:59:59.999,11466.22
2020-08-27 23:59:59.999,11335.53
2020-08-28 23:59:59.999,11526.85
2020-08-29 23:59:59.999,11466.66
2020-08-30 23:59:59.999,11714.14
2020-08-31 23:59:59.999,11658.11
2020-09-01 23:59:59.999,11930.18
2020-09-02 23:59:59.999,11396.96
2020-09-03 23:59:59.999,10141.08
2020-09-04 23:59:59.999,10448.0
2020-09-05 23:59:59.999,10168.71
2020-09-06 23:59:59.999,10258.13
2020-09-07 23:59:59.999,10378.76
2020-09-08 23:59:59.999,10129.02
2020-09-09 23:59:59.999,10219.29
2020-09-10 23:59:59.999,10335.91
2020-09-11 23:59:59.999,10387.81
2020-09-12 23:59:59.999,10438.28
2020-09-13 23:59:59.999,10327.72
2020-09-14 23:59:59.999,10664.1
2020-09-15 23:59:59.999,10776.78
2020-09-16 23:59:59.999,10948.17
2020-09-17 23:59:59.999,10935.33
2020-09-18 23:59:59.999,10926.29
2020-09-19 23:59:59.999,11073.74
2020-09-20 23:59:59.999,10914.28
2020-09-21 23:59:59.999,10414.73
2020-09-22 23:59:59.999,10523.32
2020-09-23 23:59:59.999,10237.91
2020-09-24 23:59:59.999,10724.92
2020-09-25 23:59:59.999,10683.51
2020-09-26 23:59:59.999,10726.5
2020-09-27 23:59:59.999,10768.0
2020-09-28 23:59:59.999,10691.45
2020-09-29 23:59:59.999,10836.98
2020-09-30 23:59:59.999,10773.0
2020-10-01 23:59:59.999,10612.63
2020-10-02 23:59:59.999,10565.15
2020-10-03 23:59:59.999,10537.96
2020-10-04 23:59:59.999,10660.16
2020-10-05 23:59:59.999,10785.0
2020-10-06 23:59:59.999,10593.65
2020-10-07 23:59:59.999,10658.75
2020-10-08 23:59:59.999,10919.45
2020-10-09 23:59:59.999,11050.47
2020-10-10 23:59:59.999,11294.79
2020-10-11 23:59:59.999,11369.59
2020-10-12 23:59:59.999,11530.36
2020-10-13 23:59:59.999,11419.36
2020-10-14 23:59:59.999,11417.13
2020-10-15 23:59:59.999,11502.0
2020-10-16 23:59:59.999,11318.92
2020-10-17 23:59:59.999,11356.25
2020-10-18 23:59:59.999,11501.1
2020-10-19 23:59:59.999,11745.0
2020-10-20 23:59:59.999,11900.03
2020-10-21 23:59:59.999,12796.07
2020-10-22 23:59:59.999,12968.87
2020-10-23 23:59:59.999,12925.82
2020-10-24 23:59:59.999,13110.88
2020-10-25 23:59:59.999,13023.81
2020-10-26 23:59:59.999,13047.24
2020-10-27 23:59:59.999,13629.38
2020-10-28 23:59:59.999,13256.17
2020-10-29 23:59:59.999,13446.65
2020-10-30 23:59:59.999,13549.12
2020-10-31 23:59:59.999,13783.73
2020-11-01 23:59:59.999,13752.86
2020-11-02 23:59:59.999,13540.54
2020-11-03 23:59:59.999,14016.55
2020-11-04 23:59:59.999,14134.31
2020-11-05 23:59:59.999,15598.75
2020-11-06 23:59:59.999,15590.96
2020-11-07 23:59:59.999,14824.34
2020-11-08 23:59:59.999,15473.2
2020-11-09 23:59:59.999,15328.72
2020-11-10 23:59:59.999,15294.68
2020-11-11 23:59:59.999,15690.24
2020-11-12 23:59:59.999,16289.02
2020-11-13 23:59:59.999,16320.54
2020-11-14 23:59:59.999,16064.51
2020-11-15 23:59:59.999,15952.27
2020-11-16 23:59:59.999,16707.07
2020-11-17 23:59:59.999,17670.01
2020-11-18 23:59:59.999,17788.32
2020-11-19 23:59:59.999,17811.68
2020-11-20 23:59:59.999,18664.31
2020-11-21 23:59:59.999,18721.99
2020-11-22 23:59:59.999,18435.2
2020-11-23 23:59:59.999,18382.07
2020-11-24 23:59:59.999,19179.64
2020-11-25 23:59:59.999,18741.67
2020-11-26 23:59:59.999,17155.34
2020-11-27 23:59:59.999,17144.1
2020-11-28 23:59:59.999,17717.74
2020-11-29 23:59:59.999,18181.09
2020-11-30 23:59:59.999,19720.0
2020-12-01 23:59:59.999,18772.7
2020-12-02 23:59:59.999,19207.01
2020-12-03 23:59:59.999,19434.3
2020-12-04 23:59:59.999,18664.2
2020-12-05 23:59:59.999,19147.62
2020-12-06 23:59:59.999,19375.02
2020-12-07 23:59:59.999,19172.88
2020-12-08 23:59:59.999,18319.32
2020-12-09 23:59:59.999,18537.98
2020-12-10 23:59:59.999,18253.51
2020-12-11 23:59:59.999,18031.47
2020-12-12 23:59:59.999,18800.0
2020-12-13 23:59:59.999,19175.07
2020-12-14 23:59:59.999,19270.7
2020-12-15 23:59:59.999,19424.91
2020-12-16 23:59:59.999,21346.8
2020-12-17 23:59:59.999,22816.99
2020-12-18 23:59:59.999,23124.35
2020-12-19 23:59:59.999,23847.28
2020-12-20 23:59:59.999,23472.96
2020-12-21 23:59:59.999,22730.1
2020-12-22 23:59:59.999,23826.99
2020-12-23 23:59:59.999,23238.27
2020-12-24 23:59:59.999,23737.44
2020-12-25 23:59:59.999,24730.0
2020-12-26 23:59:59.999,26508.83
2020-12-27 23:59:59.999,26305.64
2020-12-28 23:59:59.999,27102.66
2020-12-29 23:59:59.999,27402.83
2020-12-30 23:59:59.999,28906.99
2020-12-31 23:59:59.999,28951.68
2021-01-01 23:59:59.999,29337.16
2021-01-02 23:59:59.999,32199.91
2021-01-03 23:59:59.999,33054.53
2021-01-04 23:59:59.999,32031.07
2021-01-05 23:59:59.999,33999.52
2021-01-06 23:59:59.999,36823.68
2021-01-07 23:59:59.999,39498.92
2021-01-08 23:59:59.999,40637.23
2021-01-09 23:59:59.999,40136.04
2021-01-10 23:59:59.999,38221.67
2021-01-11 23:59:59.999,35408.46
2021-01-12 23:59:59.999,34056.9
2021-01-13 23:59:59.999,37421.07
2021-01-14 23:59:59.999,39163.31
2021-01-15 23:59:59.999,36755.24
2021-01-16 23:59:59.999,36025.66
2021-01-17 23:59:59.999,35869.83
2021-01-18 23:59:59.999,36686.86
2021-01-19 23:59:59.999,35891.03
2021-01-20 23:59:59.999,35500.0
2021-01-21 23:59:59.999,30879.97
2021-01-22 23:59:59.999,32986.34
2021-01-23 23:59:59.999,32086.48
2021-01-24 23:59:59.999,32275.63
2021-01-25 23:59:59.999,32253.68
2021-01-26 23:59:59.999,32474.14
2021-01-27 23:59:59.999,30381.04
2021-01-28 23:59:59.999,33399.75
2021-01-29 23:59:59.999,34269.35
2021-01-30 23:59:59.999,34289.85
2021-01-31 23:59:59.999,33126.21
2021-02-01 23:59:59.999,33546.09
2021-02-02 23:59:59.999,35504.06
2021-02-03 23:59:59.999,37652.51
2021-02-04 23:59:59.999,36976.93
2021-02-05 23:59:59.999,38362.65
2021-02-06 23:59:59.999,39249.54
2021-02-07 23:59:59.999,38849.25
2021-02-08 23:59:59.999,46451.32
2021-02-09 23:59:59.999,46492.54
2021-02-10 23:59:59.999,44850.0
2021-02-11 23:59:59.999,48060.21
2021-02-12 23:59:59.999,47361.03
2021-02-13 23:59:59.999,47221.62
2021-02-14 23:59:59.999,48655.21
2021-02-15 23:59:59.999,47981.58
2021-02-16 23:59:59.999,49197.94
2021-02-17 23:59:59.999,52194.62
2021-02-18 23:59:59.999,51619.7
2021-02-19 23:59:59.999,56004.1
2021-02-20 23:59:59.999,55917.41
2021-02-21 23:59:59.999,57487.43
2021-02-22 23:59:59.999,54121.1
2021-02-23 23:59:59.999,48930.0
2021-02-24 23:59:59.999,49702.03
2021-02-25 23:59:59.999,47089.37
2021-02-26 23:59:59.999,46313.13
2021-02-27 23:59:59.999,46102.63
2021-02-28 23:59:59.999,45163.36
2021-03-01 23:59:59.999,49592.7
2021-03-02 23:59:59.999,48450.57
2021-03-03 23:59:59.999,50373.75
2021-03-04 23:59:59.999,48385.77
2021-03-05 23:59:59.999,48770.57
2021-03-06 23:59:59.999,48908.21
2021-03-07 23:59:59.999,50995.27
2021-03-08 23:59:59.999,52429.43
2021-03-09 23:59:59.999,54917.78
2021-03-10 23:59:59.999,55947.98
2021-03-11 23:59:59.999,57844.52
2021-03-12 23:59:59.999,57291.03
2021-03-13 23:59:59.999,61267.41
2021-03-14 23:59:59.999,59037.12
2021-03-15 23:59:59.999,55646.61
2021-03-16 23:59:59.999,56954.19
2021-03-17 23:59:59.999,58959.0
2021-03-18 23:59:59.999,57700.01
2021-03-19 23:59:59.999,58089.11
2021-03-20 23:59:59.999,58145.61
2021-03-21 23:59:59.999,57415.18
2021-03-22 23:59:59.999,54129.56
2021-03-23 23:59:59.999,54400.0
2021-03-24 23:59:59.999,52311.54
2021-03-25 23:59:59.999,51325.21
2021-03-26 23:59:59.999,55030.0
2021-03-27 23:59:59.999,55828.0
2021-03-28 23:59:59.999,55805.08
2021-03-29 23:59:59.999,57677.64
2021-03-30 23:59:59.999,58794.16
2021-03-31 23:59:59.999,58807.24
2021-04-01 23:59:59.999,58794.01
2021-04-02 23:59:59.999,59031.36
2021-04-03 23:59:59.999,57134.65
2021-04-04 23:59:59.999,58234.61
2021-04-05 23:59:59.999,59243.39
2021-04-06 23:59:59.999,58059.99
2021-04-07 23:59:59.999,56018.18
2021-04-08 23:59:59.999,58122.26
2021-04-09 23:59:59.999,58176.03
2021-04-10 23:59:59.999,59832.43
2021-04-11 23:59:59.999,60090.2
2021-04-12 23:59:59.999,59911.18
2021-04-13 23:59:59.999,63649.71
2021-04-14 23:59:59.999,63019.1
2021-04-15 23:59:59.999,63232.55
2021-04-16 23:59:59.999,61424.67
2021-04-17 23:59:59.999,60090.14
2021-04-18 23:59:59.999,56140.05
2021-04-19 23:59:59.999,55634.39
2021-04-20 23:59:59.999,56410.56
2021-04-21 23:59:59.999,53800.0
2021-04-22 23:59:59.999,51714.61
2021-04-23 23:59:59.999,51122.62
2021-04-24 23:59:59.999,50092.4
2021-04-25 23:59:59.999,49063.94
2021-04-26 23:59:59.999,53984.33
2021-04-27 23:59:59.999,55006.25
2021-04-28 23:59:59.999,54861.77
2021-04-29 23:59:59.999,53558.8
2021-04-30 23:59:59.999,57684.16
2021-05-01 23:59:59.999,57836.34
2021-05-02 23:59:59.999,56630.33
2021-05-03 23:59:59.999,57214.83
2021-05-04 23:59:59.999,53263.32
2021-05-05 23:59:59.999,57497.77
2021-05-06 23:59:59.999,56435.35
2021-05-07 23:59:59.999,57350.88
2021-05-08 23:59:59.999,58924.98
2021-05-09 23:59:59.999,58292.53
2021-05-10 23:59:59.999,55869.67
2021-05-11 23:59:59.999,56710.43
2021-05-12 23:59:59.999,49595.76
2021-05-13 23:59:59.999,49707.9
2021-05-14 23:59:59.999,49873.27
2021-05-15 23:59:59.999,46793.41
2021-05-16 23:59:59.999,46429.28
2021-05-17 23:59:59.999,43566.18
2021-05-18 23:59:59.999,42882.53
2021-05-19 23:59:59.999,36689.14
2021-05-20 23:59:59.999,40500.3
2021-05-21 23:59:59.999,37211.02
2021-05-22 23:59:59.999,37432.58
2021-05-23 23:59:59.999,34651.6
2021-05-24 23:59:59.999,38779.66
2021-05-25 23:59:59.999,38326.84
2021-05-26 23:59:59.999,39224.2
2021-05-27 23:59:59.999,38527.38
2021-05-28 23:59:59.999,35670.99
2021-05-29 23:59:59.999,34611.94
2021-05-30 23:59:59.999,35651.81
2021-05-31 23:59:59.999,37243.38
2021-06-01 23:59:59.999,36693.41
2021-06-02 23:59:59.999,37569.99
2021-06-03 23:59:59.999,39247.4
2021-06-04 23:59:59.999,36828.03
2021-06-05 23:59:59.999,35498.62
2021-06-06 23:59:59.999,35801.71
2021-06-07 23:59:59.999,35615.78
